	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
7784	D006262	species	29375	574375	0.000211693	-0.104600071	4.54e-135	-0.622597704	126	757	367	11235	5.093475304	2.64e-39	4.072787737	6.341910353	[Clostridium] xylanolyticum	Bacillus gaemokensis
7785	D006262	species	29375	589436	0.000267739	-0.104339885	7.53e-137	-0.632490347	105	778	333	11269	4.566229153	3.98e-30	3.587838553	5.776151587	[Clostridium] xylanolyticum	Prevotella fusca
7786	D006262	species	29375	626930	0.000433805	-0.088980585	1e-232	-0.702841	135	748	677	10925	2.912163869	7.39e-22	2.368136643	3.56239344	[Clostridium] xylanolyticum	Bacteroides fluxus
7787	D006262	species	29375	626931	0.000668726	-0.10200825	8.13e-118	-0.618040453	60	823	226	11376	3.668910605	1.13e-14	2.688977984	4.944685551	[Clostridium] xylanolyticum	Bacteroides oleiciplenus
7788	D006262	species	29375	626935	0.000815877	-0.103841254	1.27e-96	-0.586167593	21	862	153	11449	1.822853594	0.015943089	1.091003743	2.90505121	[Clostridium] xylanolyticum	Collinsella tanakaei
7789	D006262	species	29375	626947	0.020197235	-0.074645512	9.96e-51	-0.455387843	14	869	85	11517	2.182589626	0.0155	1.140000896	3.886921185	[Clostridium] xylanolyticum	Parasutterella secunda
7790	D006262	species	29375	633701	0.000135585	-0.102547588	1.6e-181	-0.671383571	106	777	497	11105	3.047806969	4.82e-19	2.417305319	3.816558063	[Clostridium] xylanolyticum	Prevotella saccharolytica
7791	D006262	species	29375	762210	2.02e-06	-0.098152916	0.0	-0.743992206	139	744	1452	10150	1.305962745	0.006477417	1.072773778	1.581087113	[Clostridium] xylanolyticum	Bifidobacterium saguini
7792	D006262	species	29375	1161942	5.38e-05	-0.089203958	3.89e-185	-0.581361839	275	608	1161	10441	4.067145321	1.49e-60	3.470090117	4.758825591	[Clostridium] xylanolyticum	Ruminococcus champanellensis
7793	D006262	species	29375	1465754	0.000876775	-0.074568915	5e-248	-0.659066775	174	709	1105	10497	2.331095916	2.49e-18	1.941259518	2.788773588	[Clostridium] xylanolyticum	Alistipes timonensis
7794	D006262	species	29375	1671366	1.62e-05	-0.121808147	6.93e-178	-0.691465523	69	814	363	11239	2.624173689	1.03e-10	1.978893066	3.439313368	[Clostridium] xylanolyticum	Ruminococcus sp. DSM 100440
7795	D006262	species	29375	1755610	0.000141861	-0.120577631	7.81e-65	-0.503561381	29	854	108	11494	3.613354181	7.38e-08	2.29744232	5.523984619	[Clostridium] xylanolyticum	Alistipes sp. MC_19
7796	D006262	species	29375	1755629	0.013966627	-0.076984685	7.42e-58	-0.472715795	49	834	136	11466	4.952672214	2.09e-16	3.470073143	6.970122004	[Clostridium] xylanolyticum	Victivallis sp. MC_44
7910	D006262	species	29552	33035	0.003954375	-0.064187797	2.13e-98	-0.444708226	54	174	1786	10471	1.819388826	0.00030443	1.309499899	2.493432701	Acholeplasma axanthum	Blautia producta
7911	D006262	species	29552	35833	0.000313694	-0.082675004	1.14e-93	-0.446734152	56	172	1668	10589	2.066767333	1.06e-05	1.493707484	2.822954782	Acholeplasma axanthum	Bilophila wadsworthia
7912	D006262	species	29552	36745	0.000130025	-0.117926343	5.33e-94	-0.576860147	42	186	820	11437	3.14897882	3.78e-09	2.180403523	4.458852176	Acholeplasma axanthum	Clostridium saccharoperbutylacetonicum
7913	D006262	species	29552	36847	1.19e-05	-0.117304178	7.42e-116	-0.561099671	37	191	1159	11098	1.854749782	0.001337204	1.260906248	2.664349296	Acholeplasma axanthum	[Clostridium] neopropionicum
7914	D006262	species	29552	38986	0.011023284	-0.130272827	4.03e-66	-0.736368205	20	208	152	12105	7.654638923	4.26e-11	4.456233233	12.539368	Acholeplasma axanthum	Acholeplasma palmae
7915	D006262	species	29552	39484	3.41e-06	-0.08354858	2e-48	-0.2590024	119	109	2854	9403	3.596333727	9.92e-21	2.740354724	4.724720775	Acholeplasma axanthum	Eubacterium desmolans
7916	D006262	species	29552	39485	0.006942491	-0.032814293	4.05e-11	-0.080144267	189	39	6539	5718	4.237155273	1.88e-20	2.982550368	6.156881865	Acholeplasma axanthum	[Eubacterium] eligens
7917	D006262	species	29552	39490	9.87e-06	-0.085952487	4.22e-96	-0.389181019	61	167	2409	9848	1.493167604	0.009259574	1.091078997	2.020876317	Acholeplasma axanthum	Eubacterium ramulus
7918	D006262	species	29552	39492	0.012930492	-0.03990212	1.1900000000000001e-29	-0.180119206	164	64	3652	8605	6.036420867	2.1099999999999998e-38	4.483364214	8.213407984	Acholeplasma axanthum	[Eubacterium] siraeum
7919	D006262	species	29552	39496	0.000570493	-0.058016947	1.62e-79	-0.310335599	85	143	3295	8962	1.616642272	0.00068301	1.217455066	2.13596172	Acholeplasma axanthum	Eubacterium ventriosum
7920	D006262	species	29552	39497	2.24e-06	-0.132655502	9.520000000000001e-57	-0.425678325	92	136	1035	11222	7.332308113	6.15e-38	5.521602789	9.701946571	Acholeplasma axanthum	Eubacterium xylanophilum
7921	D006262	species	29552	40519	1.45e-05	-0.073291485	1.13e-71	-0.296153876	95	133	3266	8991	1.966330951	1.17e-06	1.490201085	2.586006107	Acholeplasma axanthum	Ruminococcus callidus
7922	D006262	species	29552	44742	0.003687256	-0.159427377	4.36e-62	-0.75504151	7	221	102	12155	3.773881694	0.003808224	1.462928964	8.190619884	Acholeplasma axanthum	Desulfovibrio fairfieldensis
7923	D006262	species	29552	45851	3.51e-05	-0.134089517	8.92e-84	-0.573350178	71	157	718	11539	7.264730059	4.6600000000000005e-31	5.35371282	9.782011844	Acholeplasma axanthum	Butyrivibrio crossotus
7924	D006262	species	29552	47678	0.030215458	-0.026357808	9.85e-38	-0.155231474	160	68	6533	5724	2.06139791	2.89e-07	1.539179981	2.78603154	Acholeplasma axanthum	Bacteroides caccae
7925	D006262	species	29552	52226	0.00495051	-0.112638772	1.1399999999999999e-128	-0.781004507	16	212	393	11864	2.278273788	0.003927189	1.266094658	3.833550803	Acholeplasma axanthum	Mitsuokella multacida
7926	D006262	species	29552	53443	0.002258024	-0.133392461	2.58e-102	-0.767095738	19	209	294	11963	3.698702173	4.68e-06	2.151864503	6.024743731	Acholeplasma axanthum	Blautia hydrogenotrophica
7927	D006262	species	29552	61171	2.1e-08	-0.203214168	1.2300000000000002e-125	-0.730726301	19	209	519	11738	2.055888083	0.007205142	1.203306127	3.325632438	Acholeplasma axanthum	Holdemania filiformis
7928	D006262	species	29552	61635	0.0290825	-0.100463682	4.51e-95	-0.773344695	24	204	244	12013	5.79027541	1.19e-10	3.558191389	9.061903173	Acholeplasma axanthum	Acholeplasma brassicae
7929	D006262	species	29552	77095	0.00161283	-0.170651021	1.1399999999999999e-62	-0.750839046	14	214	111	12146	7.157050418	6.28e-08	3.727083633	12.77254657	Acholeplasma axanthum	Prevotella bryantii
7930	D006262	species	29552	84030	0.001650296	-0.062557471	6.37e-48	-0.283453726	113	115	2300	9957	4.253165952	3.4999999999999997e-25	3.237725071	5.585850005	Acholeplasma axanthum	[Clostridium] saccharolyticum
7931	D006262	species	29552	84032	0.035338373	-0.081502276	4.57e-32	-0.434350373	86	142	439	11818	16.29230585	5.17e-60	12.10802114	21.82303804	Acholeplasma axanthum	[Clostridium] thermosuccinogenes
7932	D006262	species	29552	89153	0.010319309	-0.145257234	1.3200000000000001e-33	-0.613968002	19	209	83	12174	13.32887918	2.3e-14	7.497479198	22.63945215	Acholeplasma axanthum	[Clostridium] hylemonae
7933	D006262	species	29552	100176	0.000348758	-0.197777301	9.44e-53	-0.719453978	9	219	95	12162	5.258963633	0.000117731	2.303279389	10.59391598	Acholeplasma axanthum	Papillibacter cinnamivorans
7934	D006262	species	29552	114527	0.001488445	-0.163713297	2.09e-80	-0.788112319	10	218	146	12111	3.804461743	0.000581032	1.761970797	7.33150395	Acholeplasma axanthum	Mogibacterium diversum
7935	D006262	species	29552	118748	0.01988739	-0.133061676	4.52e-42	-0.6751874	14	214	78	12179	10.21016449	1.1e-09	5.250274301	18.52921292	Acholeplasma axanthum	Bulleidia extructa
7936	D006262	species	29552	122355	0.023257929	-0.123778286	1.7500000000000001e-47	-0.682968459	20	208	108	12149	10.8123386	1.55e-13	6.227976982	17.93865807	Acholeplasma axanthum	Pseudomonas psychrophila
7937	D006262	species	29552	133926	0.023547178	-0.112372478	1.01e-82	-0.775532382	17	211	178	12079	5.465789377	1.01e-07	3.057249501	9.208405822	Acholeplasma axanthum	Olsenella uli
7938	D006262	species	29552	137732	0.007595932	-0.131188038	1.09e-66	-0.718090205	24	204	185	12072	7.674018854	5.73e-13	4.689054006	12.09022534	Acholeplasma axanthum	Granulicatella elegans
7939	D006262	species	29552	165179	2.74e-05	-0.065967499	6.95e-31	-0.18044695	142	86	3808	8449	3.663067763	1.1200000000000002e-21	2.774848008	4.859875199	Acholeplasma axanthum	Prevotella copri
7940	D006262	species	29552	169435	0.020152587	0.041331808	0.008162659	0.047049735	190	38	2932	9325	15.89771647	4.95e-78	11.14531977	23.21463528	Acholeplasma axanthum	Anaerotruncus colihominis
7941	D006262	species	29552	185293	0.006458735	-0.124804262	8.67e-71	-0.698652631	38	190	247	12010	9.719375256	2.33e-22	6.524954728	14.1890219	Acholeplasma axanthum	Prevotella oryzae
7942	D006262	species	29552	187327	0.000712375	-0.070163202	8.89e-79	-0.375636676	80	148	2096	10161	2.62016643	9.09e-11	1.962452425	3.477157067	Acholeplasma axanthum	Acidaminococcus intestini
7943	D006262	species	29552	204516	0.001432073	-0.048279263	1.64e-65	-0.254735151	95	133	4130	8127	1.405580495	0.013328633	1.065641843	1.847814481	Acholeplasma axanthum	Bacteroides massiliensis
7944	D006262	species	29552	216940	0.00243389	0.180161699	6.55e-18	-0.484029938	26	202	53	12204	29.59526628	3.3100000000000004e-26	17.39428231	49.24825078	Acholeplasma axanthum	Spiroplasma lampyridicola
7945	D006262	species	29552	218538	0.012078831	-0.036618829	1.75e-37	-0.185123145	113	115	4469	7788	1.7122019	7.1e-05	1.305392795	2.245667574	Acholeplasma axanthum	Dialister invisus
7946	D006262	species	29552	228603	0.03697588	-0.080973274	2.8199999999999996e-89	-0.67442262	41	187	436	11821	5.942023917	5.93e-17	4.074545353	8.497217005	Acholeplasma axanthum	Prevotella shahii
7947	D006262	species	29552	246787	0.005538361	-0.045320155	1.15e-71	-0.286469149	85	143	3517	8740	1.477091213	0.006194314	1.112488308	1.951346467	Acholeplasma axanthum	Bacteroides cellulosilyticus
7948	D006262	species	29552	253239	0.024688138	-0.11583686	2.39e-77	-0.777531212	9	219	148	12109	3.361752162	0.002358729	1.487638317	6.674483821	Acholeplasma axanthum	Ethanoligenens harbinense
7949	D006262	species	29552	288965	0.0200419	-0.062371821	4.78e-55	-0.401720737	76	152	1162	11095	4.773122829	1.39e-22	3.551125114	6.372771396	Acholeplasma axanthum	[Clostridium] clariflavum
7950	D006262	species	29552	301301	0.001931601	-0.041120848	1.6099999999999998e-24	-0.134981909	149	79	5455	6802	2.351657371	3.93e-10	1.773996823	3.13717526	Acholeplasma axanthum	Roseburia hominis
7951	D006262	species	29552	309120	0.044647704	-0.074547068	8.08e-121	-0.728013666	21	207	498	11759	2.395210271	0.000600113	1.438629216	3.79932556	Acholeplasma axanthum	Dialister micraerophilus
7952	D006262	species	29552	310297	8.1e-05	-0.095753631	5.2e-113	-0.511009094	44	184	1461	10796	1.766943059	0.001371594	1.235872471	2.479234094	Acholeplasma axanthum	Bacteroides plebeius
7953	D006262	species	29552	310298	0.000326414	-0.064780206	1.59e-72	-0.316643143	80	148	2845	9412	1.788135084	7.04e-05	1.34042128	2.370971961	Acholeplasma axanthum	Bacteroides coprocola
7954	D006262	species	29552	310300	0.004782521	-0.160891056	9e-53	-0.732841122	6	222	78	12179	4.218998166	0.004316955	1.486655467	9.748103153	Acholeplasma axanthum	Bacteroides pyogenes
7955	D006262	species	29552	328812	0.03564981	-0.064537476	1.56e-101	-0.592693732	38	190	832	11425	2.745929703	4.62e-07	1.871669903	3.938165872	Acholeplasma axanthum	Parabacteroides goldsteinii
7956	D006262	species	29552	328814	0.00168525	-0.040787262	2.9600000000000003e-47	-0.18594677	139	89	5699	6558	1.79709969	1.63e-05	1.363997356	2.377992324	Acholeplasma axanthum	Alistipes shahii
7957	D006262	species	29552	329854	0.014440693	-0.049084515	7.9e-70	-0.343805098	71	157	2255	10002	2.005789834	4.31e-06	1.48785479	2.681893252	Acholeplasma axanthum	Bacteroides intestinalis
7958	D006262	species	29552	341225	0.003052023	-0.074696693	1.48e-83	-0.461168285	62	166	1343	10914	3.034779886	1.81e-11	2.216762068	4.110485336	Acholeplasma axanthum	[Clostridium] saccharogumia
7959	D006262	species	29552	351091	2.13e-18	0.128004568	4.2300000000000004e-32	0.171941968	220	8	4409	7848	48.96581949	2.59e-84	24.37395328	114.6387195	Acholeplasma axanthum	Oscillibacter valericigenes
7960	D006262	species	29552	356829	0.001398558	-0.150340188	2.61e-102	-0.802506	10	218	221	12036	2.497998391	0.00998134	1.164880069	4.769922334	Acholeplasma axanthum	Bifidobacterium tsurumiense
7961	D006262	species	29552	376806	0.024288284	-0.127720479	4.92e-41	-0.664803002	14	214	83	12174	9.589724855	2.25e-09	4.944861535	17.35019054	Acholeplasma axanthum	Bacteroides gallinarum
7962	D006262	species	29552	384638	0.001793117	-0.140008799	1.64e-107	-0.791542886	24	204	267	11990	5.281331744	6.46e-10	3.250574269	8.249544198	Acholeplasma axanthum	[Bacteroides] pectinophilus
7963	D006262	species	29552	387090	0.000156115	-0.121929762	9.28e-108	-0.631792385	35	193	729	11528	2.867342529	4.06e-07	1.925447789	4.163790965	Acholeplasma axanthum	Bacteroides coprophilus
7964	D006262	species	29552	395922	0.005380818	-0.157223534	1.32e-38	-0.648421502	19	209	84	12173	13.16928921	2.78e-14	7.411705002	22.3553798	Acholeplasma axanthum	Coraliomargarita akajimensis
7965	D006262	species	29552	410072	4.93e-05	-0.054728859	4.1199999999999996e-69	-0.233814658	123	105	5266	6991	1.555072578	0.001154886	1.185661722	2.042685809	Acholeplasma axanthum	Coprococcus comes
7966	D006262	species	29552	437898	0.000136262	-0.110503989	5.23e-92	-0.543045742	52	176	959	11298	3.480179438	4.24e-12	2.485530211	4.803793604	Acholeplasma axanthum	Sutterella parvirubra
7967	D006262	species	29552	454154	0.003337264	-0.056140835	7.29e-35	-0.232568782	106	122	2503	9754	3.385732328	2.73e-18	2.574781981	4.445320211	Acholeplasma axanthum	Paraprevotella clara
7968	D006262	species	29552	502558	2.17e-05	-0.161726794	2.82e-120	-0.741789912	16	212	455	11802	1.9574849	0.020096719	1.089259632	3.28837364	Acholeplasma axanthum	Eggerthella sp. YY7918
7969	D006262	species	29552	536633	0.030898736	-0.03835433	2e-33	-0.211726581	150	78	2939	9318	6.095949905	9.76e-40	4.590611942	8.1459333	Acholeplasma axanthum	Blautia glucerasea
7970	D006262	species	29552	574375	0.000901279	-0.125738696	2.12e-115	-0.727663635	27	201	466	11791	3.398257288	3.31e-07	2.162018515	5.157722345	Acholeplasma axanthum	Bacillus gaemokensis
7971	D006262	species	29552	589436	0.001261355	-0.129743594	3.25e-75	-0.65032813	51	177	387	11870	8.833706496	3.66e-27	6.233622526	12.34131943	Acholeplasma axanthum	Prevotella fusca
7972	D006262	species	29552	626930	0.019838027	-0.074137426	6.83e-91	-0.582909738	53	175	759	11498	4.586916131	1.45e-16	3.277917609	6.331893329	Acholeplasma axanthum	Bacteroides fluxus
7973	D006262	species	29552	626931	0.010475519	-0.114384704	1.02e-107	-0.789649825	14	214	272	11985	2.882163398	0.000780984	1.528909369	5.026934611	Acholeplasma axanthum	Bacteroides oleiciplenus
7974	D006262	species	29552	633701	0.005542206	-0.097376711	1.2e-117	-0.694508702	21	207	582	11675	2.034928754	0.004374	1.223736721	3.223670507	Acholeplasma axanthum	Prevotella saccharolytica
7975	D006262	species	29552	762210	0.002491851	-0.071803031	1.1e-115	-0.505719817	47	181	1544	10713	1.801596228	0.000844375	1.272497608	2.507847873	Acholeplasma axanthum	Bifidobacterium saguini
7976	D006262	species	29552	882211	0.017767473	-0.130031808	1.1399999999999999e-48	-0.692221863	18	210	104	12153	10.00764682	7.27e-12	5.605072607	16.98916321	Acholeplasma axanthum	Pseudomonas deceptionensis
7977	D006262	species	29552	1755610	0.000191672	-0.197536543	2.72e-63	-0.744138186	13	215	124	12133	5.914229325	1.29e-06	3.01466567	10.70049426	Acholeplasma axanthum	Alistipes sp. MC_19
7978	D006262	species	29552	1755626	0.000429133	-0.055166842	5.8e-11	-0.102398371	190	38	3843	8414	10.94261376	5.34e-58	7.674809674	15.97706268	Acholeplasma axanthum	Faecalibacterium sp. MC_41
8275	D006262	species	33043	33069	0.035874381	-0.044428002	1.26e-23	-0.209856344	26	2161	44	10254	2.803501836	9.29e-05	1.653394236	4.666623814	Coprococcus eutactus	Pseudomonas viridiflava
8276	D006262	species	33043	35517	0.023098504	-0.047892911	1.55e-30	-0.238766334	42	2145	63	10235	3.18064035	4.49e-08	2.093650299	4.788447326	Coprococcus eutactus	[Eubacterium] brachy
8277	D006262	species	33043	35785	0.041127339	-0.043096575	4e-20	-0.19216998	47	2140	59	10239	3.810876484	1.11e-10	2.533583517	5.703869423	Coprococcus eutactus	Clostridium maximum
8278	D006262	species	33043	36745	3.24e-18	-0.164388979	1.4099999999999999e-232	-0.564403724	282	1905	580	9718	2.479976188	2.1600000000000002e-29	2.125614616	2.889115681	Coprococcus eutactus	Clostridium saccharoperbutylacetonicum
8279	D006262	species	33043	36835	3.34e-06	-0.089093119	3.0399999999999998e-186	-0.518004851	266	1921	527	9771	2.567081421	1.46e-29	2.189061399	3.005283508	Coprococcus eutactus	[Clostridium] colinum
8280	D006262	species	33043	36847	2.35e-18	-0.158117133	1e-299	-0.603973715	364	1823	832	9466	2.271554578	6.45e-31	1.982852678	2.599007853	Coprococcus eutactus	[Clostridium] neopropionicum
8281	D006262	species	33043	36874	0.007997622	-0.055788584	7.7e-33	-0.24735226	33	2154	72	10226	2.175760892	0.000433993	1.391649579	3.338551195	Coprococcus eutactus	Porphyromonas cangingivalis
8282	D006262	species	33043	38986	4.86e-05	-0.08491149	1.7499999999999999e-40	-0.273603717	76	2111	96	10202	3.825381134	2.56e-16	2.782689276	5.243255717	Coprococcus eutactus	Acholeplasma palmae
8283	D006262	species	33043	39488	5.18e-10	-0.080879454	9.61e-229	-0.403022334	1111	1076	3698	6600	1.842756674	8.139999999999999e-38	1.67721768	2.024640683	Coprococcus eutactus	[Eubacterium] hallii
8284	D006262	species	33043	39497	0.040141707	-0.039339205	3.72e-60	-0.306145545	592	1595	535	9763	6.770666464	5.26e-178	5.943653158	7.715929325	Coprococcus eutactus	Eubacterium xylanophilum
8285	D006262	species	33043	39950	1.05e-09	-0.124232625	1.24e-83	-0.381007121	111	2076	209	10089	2.580870001	7.8e-14	2.021296719	3.280863037	Coprococcus eutactus	Dialister pneumosintes
8286	D006262	species	33043	40520	3.17e-05	0.046642305	1.57e-17	0.095364667	1991	196	5765	4533	7.986062812	7.570000000000001e-245	6.855482017	9.343636069	Coprococcus eutactus	Blautia obeum
8287	D006262	species	33043	41976	0.001374715	-0.067212147	1.82e-24	-0.212212445	45	2142	77	10221	2.788292562	2.66e-07	1.880233801	4.092884988	Coprococcus eutactus	Porphyromonas catoniae
8288	D006262	species	33043	43131	0.007628752	-0.056197236	3.21e-28	-0.229111896	37	2150	66	10232	2.66767856	6.35e-06	1.728847846	4.061310034	Coprococcus eutactus	Tissierella praeacuta
8289	D006262	species	33043	43770	0.005077231	-0.059425233	4.18e-17	-0.177051016	21	2166	35	10263	2.842518257	0.000316756	1.569055494	5.032420185	Coprococcus eutactus	Corynebacterium striatum
8290	D006262	species	33043	44742	0.001290126	-0.067789467	6.33e-23	-0.205668589	45	2142	64	10234	3.358927612	5.16e-09	2.235039507	5.011518959	Coprococcus eutactus	Desulfovibrio fairfieldensis
8291	D006262	species	33043	44749	0.004085883	-0.049875204	3.85e-29	-0.192914141	1303	884	1126	9172	12.00273	0.0	10.78687077	13.36038397	Coprococcus eutactus	Sporobacter termitidis
